Dim,Method,Value,Time
23,"tabu_inverse, local_search, make_change_swap",1581,3.79
23,"tabu_inverse, local_search, make_change_scramble",1609,4.26
23,"tabu_inverse, local_search, make_change_inverse",1581,3.87
23,"tabu_inverse, simulated_annealing, make_change_swap",1581,3.91
23,"tabu_inverse, simulated_annealing, make_change_scramble",1581,4.29
23,"tabu_inverse, simulated_annealing, make_change_inverse",1581,3.96
23,"tabu_inverse_complete, local_search, make_change_swap",1581,15.5
23,"tabu_inverse_complete, local_search, make_change_scramble",1581,15.86
23,"tabu_inverse_complete, local_search, make_change_inverse",1609,15.38
23,"tabu_inverse_complete, simulated_annealing, make_change_swap",1581,15.32
23,"tabu_inverse_complete, simulated_annealing, make_change_scramble",1581,15.82
23,"tabu_inverse_complete, simulated_annealing, make_change_inverse",1581,15.51
23,"tabu_scramble, local_search, make_change_swap",1600,15.71
23,"tabu_scramble, local_search, make_change_scramble",1600,16.11
23,"tabu_scramble, local_search, make_change_inverse",1581,15.74
23,"tabu_scramble, simulated_annealing, make_change_swap",1581,15.77
23,"tabu_scramble, simulated_annealing, make_change_scramble",1581,16.08
23,"tabu_scramble, simulated_annealing, make_change_inverse",1581,15.84
23,"tabu_scramble_continuous, local_search, make_change_swap",1610,19.78
23,"tabu_scramble_continuous, local_search, make_change_scramble",1581,19.66
23,"tabu_scramble_continuous, local_search, make_change_inverse",1581,19.89
23,"tabu_scramble_continuous, simulated_annealing, make_change_swap",1600,20.31
23,"tabu_scramble_continuous, simulated_annealing, make_change_scramble",1600,21.09
23,"tabu_scramble_continuous, simulated_annealing, make_change_inverse",1581,21.86
30,"tabu_swap_neighbors, local_search, make_change_swap",3416,7.87
30,"tabu_swap_neighbors, local_search, make_change_scramble",3416,8.11
30,"tabu_swap_neighbors, local_search, make_change_inverse",3416,7.74
30,"tabu_swap_neighbors, simulated_annealing, make_change_swap",3416,7.72
30,"tabu_swap_neighbors, simulated_annealing, make_change_scramble",3416,8.32
30,"tabu_swap_neighbors, simulated_annealing, make_change_inverse",3416,7.79
30,"tabu_inverse, local_search, make_change_swap",3416,7.75
30,"tabu_inverse, local_search, make_change_scramble",3416,8.17
30,"tabu_inverse, local_search, make_change_inverse",3416,7.67
30,"tabu_inverse, simulated_annealing, make_change_swap",3416,7.81
30,"tabu_inverse, simulated_annealing, make_change_scramble",3416,8.25
30,"tabu_inverse, simulated_annealing, make_change_inverse",3416,7.86
30,"tabu_inverse_complete, local_search, make_change_swap",3560,45.63
30,"tabu_inverse_complete, local_search, make_change_scramble",3458,45.86
30,"tabu_inverse_complete, local_search, make_change_inverse",3416,45.14
30,"tabu_inverse_complete, simulated_annealing, make_change_swap",3416,46.24
30,"tabu_inverse_complete, simulated_annealing, make_change_scramble",3416,46.48
30,"tabu_inverse_complete, simulated_annealing, make_change_inverse",3416,45.04
30,"tabu_scramble, local_search, make_change_swap",3416,45.97
30,"tabu_scramble, local_search, make_change_scramble",3416,46.3
30,"tabu_scramble, local_search, make_change_inverse",3416,46.2
30,"tabu_scramble, simulated_annealing, make_change_swap",3416,46.08
30,"tabu_scramble, simulated_annealing, make_change_scramble",3416,46.52
30,"tabu_scramble, simulated_annealing, make_change_inverse",3416,45.77
30,"tabu_scramble_continuous, local_search, make_change_swap",3416,46.16
30,"tabu_scramble_continuous, local_search, make_change_scramble",3416,46.71
30,"tabu_scramble_continuous, local_search, make_change_inverse",3416,46.03
30,"tabu_scramble_continuous, simulated_annealing, make_change_swap",3417,46.2
30,"tabu_scramble_continuous, simulated_annealing, make_change_scramble",3416,46.46
30,"tabu_scramble_continuous, simulated_annealing, make_change_inverse",3416,46.42
8,"tabu_swap_neighbors, local_search, make_change_swap",21,0.59
8,"tabu_swap_neighbors, local_search, make_change_scramble",21,0.92
8,"tabu_swap_neighbors, local_search, make_change_inverse",21,0.57
8,"tabu_swap_neighbors, simulated_annealing, make_change_swap",21,0.59
8,"tabu_swap_neighbors, simulated_annealing, make_change_scramble",21,0.9
8,"tabu_swap_neighbors, simulated_annealing, make_change_inverse",21,0.66
8,"tabu_inverse, local_search, make_change_swap",21,0.5
8,"tabu_inverse, local_search, make_change_scramble",21,0.89
8,"tabu_inverse, local_search, make_change_inverse",21,0.51
8,"tabu_inverse, simulated_annealing, make_change_swap",21,0.49
8,"tabu_inverse, simulated_annealing, make_change_scramble",21,0.9
8,"tabu_inverse, simulated_annealing, make_change_inverse",21,0.68
8,"tabu_inverse_complete, local_search, make_change_swap",21,0.7
8,"tabu_inverse_complete, local_search, make_change_scramble",21,1.07
8,"tabu_inverse_complete, local_search, make_change_inverse",21,0.74
8,"tabu_inverse_complete, simulated_annealing, make_change_swap",21,0.76
8,"tabu_inverse_complete, simulated_annealing, make_change_scramble",21,1.12
8,"tabu_inverse_complete, simulated_annealing, make_change_inverse",21,0.81
8,"tabu_scramble, local_search, make_change_swap",21,0.73
8,"tabu_scramble, local_search, make_change_scramble",21,1.15
8,"tabu_scramble, local_search, make_change_inverse",21,0.78
8,"tabu_scramble, simulated_annealing, make_change_swap",21,0.8
8,"tabu_scramble, simulated_annealing, make_change_scramble",21,1.15
8,"tabu_scramble, simulated_annealing, make_change_inverse",21,0.85
8,"tabu_scramble_continuous, local_search, make_change_swap",21,0.82
8,"tabu_scramble_continuous, local_search, make_change_scramble",21,1.19
8,"tabu_scramble_continuous, local_search, make_change_inverse",21,0.86
8,"tabu_scramble_continuous, simulated_annealing, make_change_swap",21,0.9
8,"tabu_scramble_continuous, simulated_annealing, make_change_scramble",21,1.24
8,"tabu_scramble_continuous, simulated_annealing, make_change_inverse",21,0.91
